word_id,word,sense_id,zh_tw,topic,difficulty_level,example_1_id,example_1_en,example_1_zh_tw,example_1_target,example_1_review_status,example_2_id,example_2_en,example_2_zh_tw,example_2_target,example_2_review_status,example_3_en_draft,example_3_zh_tw_draft,example_3_target,semantic_group,part_of_speech,review_decision,review_notes
elementary-want,want,elementary-want,想要/需要,Actions,3,elementary-want-ex1,I want to buy a box of chocolate cookies.,我想買一盒巧克力餅乾。,want,legacy_review_required,elementary-want-ex2,I want to draw a picture of a giant elephant.,我想畫一張大象的畫。,want,legacy_review_required,,,want,,,,
junior-give,give,junior-give,給/給予/贈送,Actions,5,junior-give-ex1,Please give me the red marker on the desk.,請把書桌上的紅色麥克筆給我。,give,legacy_review_required,junior-give-ex2,Please give this green pencil case to your sister.,請把這個綠色筆袋給你妹妹/姊姊。,give,legacy_review_required,,,give,,,,
junior-make,make,junior-make,製作/做/使,Actions,5,junior-make-ex1,We will make a paper kite in art class tomorrow.,我們明天美術課要做一個紙風箏。,make,legacy_review_required,junior-make-ex2,We make healthy salad together in our cooking class.,我們在烹飪課上一起製作健康的沙拉。,make,legacy_review_required,,,make,,,,
passport-brush,brush,passport-brush,刷/刷子/畫筆/刷淨,Actions,4,passport-brush-ex1,Remember to brush your teeth before going to bed.,記得睡前要刷牙。,brush,legacy_review_required,passport-brush-ex2,Remember to brush your teeth before going to sleep.,記得在睡覺前刷牙。,brush,legacy_review_required,,,brush,,,,
passport-hurry,hurry,passport-hurry,趕快/急忙,Actions,5,passport-hurry-ex1,"Hurry up, the school bus is coming down the road.",快點，校車已經開過來了。,hurry,legacy_review_required,passport-hurry-ex2,"Please hurry, or we will be late for class.",請快一點，否則我們上課會遲到。,hurry,legacy_review_required,,,hurry,,,,
passport-laugh,laugh,passport-laugh,笑/大笑,Actions,4,passport-laugh-ex1,The funny cartoon made all the children laugh out loud.,有趣的卡通讓所有的孩子大笑出聲。,laugh,legacy_review_required,passport-laugh-ex2,His funny facial expressions make everyone laugh.,他滑稽的表情逗得每個人哈哈大笑。,laugh,legacy_review_required,,,laugh,,,,
junior-close,close,junior-close,關閉/關上/接近的,Actions,5,junior-close-ex1,Please close the bedroom door quietly when you leave.,離開時請輕輕地關上臥室門。,close,legacy_review_required,junior-close-ex2,The supermarket will close in ten minutes.,超級市場將在十分鐘內關門。,close,legacy_review_required,,,close,,,,
passport-show,show,passport-show,給...看/展示/表演,Actions,3,passport-show-ex1,Please show me your beautiful drawings after class.,下課後請展示你美麗的畫作給我看。,show,legacy_review_required,passport-show-ex2,Let's show our appreciation to our parents today.,今天讓我們向父母表達我們的感謝。,show,legacy_review_required,,,show,,,,
elementary-sleep,sleep,elementary-sleep,睡覺/睡眠,Actions,4,elementary-sleep-ex1,Baby pandas sleep for many hours every single day.,貓熊寶寶每天都要睡很多個小時。,sleep,legacy_review_required,elementary-sleep-ex2,I always sleep with my soft puppy plush toy.,我總是抱著我柔軟的小狗玩偶睡覺。,sleep,legacy_review_required,,,sleep,,,,
junior-smell,smell,junior-smell,聞起來/氣味,Actions,4,junior-smell-ex1,These fresh flowers in the garden smell very sweet.,花園裡的這些鮮花聞起來非常香甜。,smell,legacy_review_required,junior-smell-ex2,The fresh baked bread smells absolutely wonderful.,剛烤好的麵包聞起來真是香極了。,smell,legacy_review_required,,,smell,,,,
junior-stand,stand,junior-stand,站立/站/看台,Actions,4,junior-stand-ex1,Please stand up when the teacher enters the classroom.,當老師進入教室時請站起來。,stand,legacy_review_required,junior-stand-ex2,We stand in a straight line to wait for the schoolbus.,我們排成一直線等待校車。,stand,legacy_review_required,,,stand,,,,
junior-start,start,junior-start,開始/出發,Actions,4,junior-start-ex1,The English movie will start in five minutes.,這部英文電影將在五分鐘內開始。,start,legacy_review_required,junior-start-ex2,Let's start our day with a warm smile.,讓我們用溫暖的微笑開始我們的一天。,start,legacy_review_required,,,start,,,,
junior-take,take,junior-take,拿取/攜帶/搭乘/花費(時間),Actions,5,junior-take-ex1,Remember to take your warm jacket with you today.,今天記得隨身帶上你溫暖的外套。,take,legacy_review_required,junior-take-ex2,It takes me fifteen minutes to walk to school.,我走路去學校花費十五分鐘。,take,legacy_review_required,,,take,,,,
passport-thank,thank,passport-thank,感謝/謝謝,Actions,4,passport-thank-ex1,I want to thank my teacher for helping me.,我要感謝老師對我的幫助。,thank,legacy_review_required,passport-thank-ex2,We should thank the school doctor for checking our health.,我們應該感謝校醫為我們檢查身體健康。,thank,legacy_review_required,,,thank,,,,
passport-touch,touch,passport-touch,觸碰/碰,Actions,4,passport-touch-ex1,Please do not touch the clean glass window.,請不要觸碰乾淨的玻璃窗。,touch,legacy_review_required,passport-touch-ex2,Do not touch the hot soup; it might burn you.,不要碰熱湯，它可能會燙傷你。,touch,legacy_review_required,,,touch,,,,
passport-wake,wake,passport-wake,醒來/喚醒,Actions,5,passport-wake-ex1,My mom wakes me up at seven o'clock every morning.,我媽媽每天早上七點鐘喚醒我。,wake,legacy_review_required,passport-wake-ex2,I wake up early to see the beautiful sunrise.,我早起觀賞美麗的日出。,wake,legacy_review_required,,,wake,,,,
passport-worry,worry,passport-worry,擔心/憂慮,Actions,6,passport-worry-ex1,"Do not worry, we still have enough time to finish.",不用擔心，我們仍有充足的時間來完成。,worry,legacy_review_required,passport-worry-ex2,"Do not worry about the game, just do your best.",不要擔心比賽，盡力而為就好。,worry,legacy_review_required,,,worry,,,,
passport-enjoy,enjoy,passport-enjoy,享受/喜愛,Actions,5,passport-enjoy-ex1,We enjoy reading English books in the library.,我們喜歡在圖書館讀英文書。,enjoy,legacy_review_required,passport-enjoy-ex2,We enjoy the cool breeze on the summer beach.,我們享受夏日海灘上的涼爽微風。,enjoy,legacy_review_required,,,enjoy,,,,
passport-welcome,welcome,passport-welcome,歡迎/受歡迎的,Interjections,8,passport-welcome-ex1,You are always welcome to join our sports club.,非常歡迎你加入我們的體育社團。,welcome,legacy_review_required,passport-welcome-ex2,We welcome the new student to join our class.,我們歡迎新同學加入我們班。,welcome,legacy_review_required,,,welcome,,,,
passport-pick-up,pick up,passport-pick-up,拾起/接送/撿起,Actions,7,passport-pick-up-ex1,Please pick up the paper trash on the classroom floor.,請撿起教室地板上的紙屑垃圾。,pick up,legacy_review_required,passport-pick-up-ex2,Please pick up your crayons from the floor.,請把你的蠟筆從地板上撿起來。,pick up,legacy_review_required,,,pick up,,,,
passport-ok,OK,passport-ok,好的/可以的,Interjections,1,passport-ok-ex1,Is it OK to play soccer on the grass?,在草地上踢足球可以嗎？,OK,legacy_review_required,passport-ok-ex2,Is it OK if I use your blue pencil case?,我可以用你的藍色鉛筆盒嗎？,OK,legacy_review_required,,,OK,,,,
junior-easy,easy,junior-easy,簡單的/容易的,Adjectives,5,junior-easy-ex1,"This spelling test is very easy, and I got ten points.",這個拼字測驗非常簡單，我拿了十分。,easy,legacy_review_required,junior-easy-ex2,Solving this riddle is easy if you read it carefully.,如果你仔細閱讀，解開這個謎題很容易。,easy,legacy_review_required,,,easy,,,,
junior-fine,fine,junior-fine,好的/晴朗的/細緻的/罰款,Adjectives,5,junior-fine-ex1,"The weather is fine today, let us go hiking.",今天天氣晴朗，我們去健行吧。,fine,legacy_review_required,junior-fine-ex2,"I am feeling fine today, thank you for asking.",我今天感覺很好，謝謝你的詢問。,fine,legacy_review_required,,,fine,,,,
junior-hard,hard,junior-hard,困難的/堅硬的/努力地,Adjectives,3,junior-hard-ex1,He works hard to practice playing the piano daily.,他每天努力練習彈鋼琴。,hard,legacy_review_required,junior-hard-ex2,The shell of a coconut is very hard to open.,椰子的殼非常堅硬，很難打開。,hard,legacy_review_required,,,hard,,,,
junior-only,only,junior-only,只有/僅有的/唯一的,Adjectives,5,junior-only-ex1,I have only one red pen in my pencil case.,我筆袋裡只有一支紅色原子筆。,only,legacy_review_required,junior-only-ex2,He is the only student who knows the answer.,他是唯一一個知道答案的學生。,only,legacy_review_required,,,only,,,,
junior-sure,sure,junior-sure,確定的/當然,Adjectives,5,junior-sure-ex1,Are you sure you put the keys in your pocket?,你確定有把鑰匙放在你的口袋裡嗎？,sure,legacy_review_required,junior-sure-ex2,I am sure we will have a great time at the zoo.,我確定我們在動物園會玩得很高興。,sure,legacy_review_required,,,sure,,,,
junior-dirty,dirty,junior-dirty,骯髒的/髒的,Adjectives,5,junior-dirty-ex1,Wash your dirty hands with soap before dinner.,晚餐前用肥皂清洗你髒髒的手。,dirty,legacy_review_required,junior-dirty-ex2,Please put your dirty socks into the laundry bag.,請把你的髒襪子放進洗衣袋裡。,dirty,legacy_review_required,,,dirty,,,,
junior-great,great,junior-great,很棒的/巨大的/偉大的,Adjectives,4,junior-great-ex1,Having a picnic in the park is a great idea.,在公園野餐是個極棒的主意。,great,legacy_review_required,junior-great-ex2,My grandparents tell great stories about their childhood.,我祖父母講了許多關於他們童年的精彩故事。,great,legacy_review_required,,,great,,,,
passport-other,other,passport-other,其他的/另外的,Adjectives,6,passport-other-ex1,Where are the other students of our class?,我們班上的其他學生在哪裡？,other,legacy_review_required,passport-other-ex2,"Some students like art, while others prefer PE.",有些學生喜歡美勞，而另外一些則更偏愛體育。,other,legacy_review_required,,,other,,,,
passport-quiet,quiet,passport-quiet,安靜的/沉靜的,Adjectives,4,passport-quiet-ex1,"The library is very quiet, so walk slowly.",圖書館非常安靜，所以請放輕腳步。,quiet,legacy_review_required,passport-quiet-ex2,We must stay quiet when the teacher is speaking.,老師在說話時我們必須保持安靜。,quiet,legacy_review_required,,,quiet,,,,
passport-ready,ready,passport-ready,準備好的/樂意的,Adjectives,6,passport-ready-ex1,Are you ready for the spelling contest tomorrow?,你為明天的拼字比賽準備好了嗎？,ready,legacy_review_required,passport-ready-ex2,The team is ready to compete in the race.,隊伍已經準備好參加比賽了。,ready,legacy_review_required,,,ready,,,,
passport-wonderful,wonderful,passport-wonderful,極好的/精彩的/奇妙的,Adjectives,8,passport-wonderful-ex1,We had a wonderful time at the zoo yesterday.,我們昨天在動物園度過了美好的時光。,wonderful,legacy_review_required,passport-wonderful-ex2,It is a wonderful thing to share with others.,與他人分享是一件極好的事。,wonderful,legacy_review_required,,,wonderful,,,,
passport-favorite,favorite,passport-favorite,最喜愛的/最喜歡的,Adjectives,8,passport-favorite-ex1,Benson's favorite sport is playing baseball with friends.,班森最喜愛的運動是和朋友打棒球。,favorite,legacy_review_required,passport-favorite-ex2,Vanilla ice cream is my sister's favorite summer dessert.,香草冰淇淋是我妹妹最喜愛的夏季甜點。,favorite,legacy_review_required,,,favorite,,,,
elementary-no,no,elementary-no,不/沒有,Interjections,1,elementary-no-ex1,There is no milk left in the refrigerator.,冰箱裡沒有剩下任何牛奶了。,no,legacy_review_required,elementary-no-ex2,No student should run in the narrow hallways.,學生不應該在狹窄的走廊上奔跑。,no,legacy_review_required,,,no,,,,
junior-so,so,junior-so,如此/所以/那麼,Other adverbs,1,junior-so-ex1,"It was raining, so we stayed home all day.",那時正下著雨，所以我們整天待在家。,so,legacy_review_required,junior-so-ex2,"I was very thirsty, so I drank a glass of water.",我很渴，所以我喝了一杯水。,so,legacy_review_required,,,so,,,,
elementary-yes,yes,elementary-yes,是/是的,Interjections,2,elementary-yes-ex1,"Yes, I can speak English and Chinese very well.",是的，我會說英文和中文而且說得很好。,yes,legacy_review_required,elementary-yes-ex2,"Yes, I would love to join the sports club.",是的，我很樂意加入這個體育社團。,yes,legacy_review_required,,,yes,,,,
junior-too,too,junior-too,也/太,Other adverbs,2,junior-too-ex1,"I bought a blue pen, and my brother bought one too.",我買了一支藍色原子筆，我哥哥也買了一支。,too,legacy_review_required,junior-too-ex2,This schoolbag is too heavy for me to carry alone.,這個書包太重了，我一個人背不動。,too,legacy_review_required,,,too,,,,
junior-very,very,junior-very,非常地/很,Other adverbs,5,junior-very-ex1,The weather in winter is very cold in Taipei.,台北冬天的天氣非常寒冷。,very,legacy_review_required,junior-very-ex2,The math teacher is very kind and patient with us.,數學老師對我們非常親切且有耐心。,very,legacy_review_required,,,very,,,,
passport-then,then,passport-then,然後/那時/那麼,Other adverbs,3,passport-then-ex1,We finished our homework and then went to play.,我們完成了功課，然後出去玩。,then,legacy_review_required,passport-then-ex2,"First finish your homework, and then you can play.",先做完功課，然後你就可以去玩了。,then,legacy_review_required,,,then,,,,
passport-still,still,passport-still,仍然/仍然的/靜止的,Other adverbs,4,passport-still-ex1,The bird is still sitting on the tree branch.,那隻鳥仍然停在樹枝上。,still,legacy_review_required,passport-still-ex2,"Even on rainy days, we can still learn at home.",即使下雨天，我們仍然可以在家學習。,still,legacy_review_required,,,still,,,,
elementary-not,not,elementary-not,不/沒有,Other adverbs,2,elementary-not-ex1,She is not at home; she went to the bookstore.,她不在家，她去書店了。,not,legacy_review_required,elementary-not-ex2,This blue pencil is not mine; it belongs to Benson.,這支藍色鉛筆不是我的，它是班森的。,not,legacy_review_required,,,not,,,,
junior-never,never,junior-never,從不/絕不,Other adverbs,6,junior-never-ex1,My sister has never ridden a bicycle before.,我妹妹以前從未騎過腳踏車。,never,legacy_review_required,junior-never-ex2,Never give up when you face a difficult problem.,當你面對困難問題時，絕不要放棄。,never,legacy_review_required,,,never,,,,
passport-away,away,passport-away,離開/離去/遠離,Other adverbs,5,passport-away-ex1,Please put away your toys before going to bed.,睡覺前請收好你的玩具。,away,legacy_review_required,passport-away-ex2,An apple a day keeps the doctor away.,一天一蘋果，醫生遠離我。,away,legacy_review_required,,,away,,,,
junior-always,always,junior-always,總是/經常,Other adverbs,6,junior-always-ex1,He always washes his hands before eating lunch.,他吃午餐前總是洗手。,always,legacy_review_required,junior-always-ex2,Remember to always do your best in school.,記住在學校要總是盡力而為。,always,legacy_review_required,,,always,,,,
junior-together,together,junior-together,一起/共同,Other adverbs,8,junior-together-ex1,We studied English together at the library yesterday.,我們昨天在圖書館一起學習英文。,together,legacy_review_required,junior-together-ex2,Let's play and study together to learn faster.,讓我們一起學習和玩耍以更快地學習。,together,legacy_review_required,,,together,,,,
junior-again,again,junior-again,再次/重新/又,Other adverbs,5,junior-again-ex1,Can you read this interesting story for me again?,你能再為我讀一遍這個有趣的故事嗎？,again,legacy_review_required,junior-again-ex2,Let's read the storybook again to learn more words.,讓我們重新讀一遍故事書以學習更多單字。,again,legacy_review_required,,,again,,,,
passport-maybe,maybe,passport-maybe,也許/大概/可能,Other adverbs,6,passport-maybe-ex1,Maybe we can visit the zoo next Saturday morning.,也許我們下星期六早上可以造訪動物園。,maybe,legacy_review_required,passport-maybe-ex2,Maybe we can go hiking in the park next Saturday.,也許我們下個星期六可以去公園健行。,maybe,legacy_review_required,,,maybe,,,,
junior-really,really,junior-really,真正地/實在/很,Other adverbs,7,junior-really-ex1,The chocolate cake Grandma made was really yummy.,阿嬤做的巧克力蛋糕真的非常美味。,really,legacy_review_required,junior-really-ex2,The story Grandma told us was really interesting.,阿嬤跟我們講的故事真的很有趣。,really,legacy_review_required,,,really,,,,
junior-sometimes,sometimes,junior-sometimes,有時候/偶爾,Other adverbs,8,junior-sometimes-ex1,Sometimes we go for a walk in park after dinner.,有時候我們晚餐後會去公園散步。,sometimes,legacy_review_required,junior-sometimes-ex2,Sometimes we go hiking in the mountains on weekends.,有時候我們在週末去山上健行。,sometimes,legacy_review_required,,,sometimes,,,,
junior-usually,usually,junior-usually,通常/平常,Other adverbs,8,junior-usually-ex1,I usually read storybooks before going to sleep.,我通常在睡覺前讀故事書。,usually,legacy_review_required,junior-usually-ex2,I usually do my homework right after coming home.,我通常一回到家就立刻寫功課。,usually,legacy_review_required,,,usually,,,,
passport-how,how,passport-how,如何/怎麼樣/多麼,Wh-words,1,passport-how-ex1,How do you spell this long English word?,你怎麼拚寫這個長英文單字？,how,legacy_review_required,passport-how-ex2,"How do you spell your English name, please?",請教一下，你的英文名字怎麼拼？,how,legacy_review_required,,,how,,,,
junior-who,who,junior-who,誰(主格),Wh-words,2,junior-who-ex1,Who is the boy sitting next to the teacher?,坐在老師旁邊的那個男孩是誰？,who,legacy_review_required,junior-who-ex2,Who is the teacher standing near the school gate?,站在校門口附近的老師是誰？,who,legacy_review_required,,,who,,,,
junior-why,why,junior-why,為什麼,Wh-words,2,junior-why-ex1,Why are you late for class this morning?,你今天早上上課為什麼遲到？,why,legacy_review_required,junior-why-ex2,Why did you choose this beautiful red book?,你為什麼選擇這本美麗的紅書？,why,legacy_review_required,,,why,,,,
junior-what,what,junior-what,什麼,Wh-words,3,junior-what-ex1,"What is your favorite color, blue or green?",你最喜歡什麼顏色，藍色還是綠色？,what,legacy_review_required,junior-what-ex2,What are you going to draw in art class today?,你今天美勞課打算畫什麼？,what,legacy_review_required,,,what,,,,
junior-when,when,junior-when,當...之時/何時,Wh-words,3,junior-when-ex1,When does the school library open on weekends?,學校圖書館在週末幾點開放？,when,legacy_review_required,junior-when-ex2,I feel happy when I learn new English words.,當我學習新的英文單字時，我感到很高興。,when,legacy_review_required,,,when,,,,
junior-where,where,junior-where,哪裡/何處,Wh-words,6,junior-where-ex1,Where did you buy this cute dog notebook?,你在哪裡買的這本可愛的狗筆記本？,where,legacy_review_required,junior-where-ex2,Where did you put your school English homework?,你把學校英文功課放在哪裡了？,where,legacy_review_required,,,where,,,,
passport-which,which,passport-which,哪一個/哪些的,Wh-words,4,passport-which-ex1,Which book do you want to read tonight?,你今晚想讀哪一本書？,which,legacy_review_required,passport-which-ex2,"Which crayon do you want to use, red or blue?",你想用哪一支蠟筆，紅色還是藍色？,which,legacy_review_required,,,which,,,,
passport-whose,whose,passport-whose,誰的(所有格),Wh-words,6,passport-whose-ex1,Whose pencil case is this on the floor?,地板上的這個筆袋是誰的？,whose,legacy_review_required,passport-whose-ex2,Whose blue pencil box is this under the table?,桌子底下這藍色鉛筆盒是誰的？,whose,legacy_review_required,,,whose,,,,
passport-o,o,passport-o,噢(感嘆詞),Wh-words,1,passport-o-ex1,O is a letter in the alphabet.,O 是字母表中的一個字母。,o,legacy_review_required,passport-o-ex2,O! Look at the beautiful rainbow over the mountain.,噢！看那山上的美麗彩虹。,o,legacy_review_required,,,o,,,,
passport-e,e,passport-e,網際網路/e化,Wh-words,1,passport-e-ex1,E is the fifth letter of the alphabet.,E 是字母表中的第五個字母。,e,legacy_review_required,passport-e-ex2,We use e-books to read English stories at school.,我們在學校用電子書來閱讀英文故事。,e,legacy_review_required,,,e,,,,
passport-phonics,phonics,passport-phonics,自然發音/字母拼讀法,Wh-words,7,passport-phonics-ex1,Phonics helps us learn how to pronounce words.,自然拼讀幫助我們學習如何發音單字。,phonics,legacy_review_required,passport-phonics-ex2,Learning phonics helps us spell English words easily.,學習自然發音/字母拼讀法可以幫助我們輕鬆拼寫英文單字。,phonics,legacy_review_required,,,phonics,,,,
passport-expansion,Expansion,passport-expansion,拓展/擴大/擴展,Wh-words,8,passport-expansion-ex1,This book is an expansion of the first story.,這本書是第一個故事的擴展。,Expansion,legacy_review_required,passport-expansion-ex2,The expansion of the school library brings more storybooks.,學校圖書館的擴建帶來了更多故事書。,Expansion,legacy_review_required,,,Expansion,,,,
passport-page,Page,passport-page,頁/頁碼,Wh-words,5,passport-page-ex1,Please turn to page ten of the textbook.,請翻到教科書的第十頁。,Page,legacy_review_required,passport-page-ex2,Please open your workbook to page ten and start reading.,請打開你的練習本/習作第十頁並開始閱讀。,Page,legacy_review_required,,,Page,,,,
elementary-is,is,elementary-is,是(單數動詞),Be & Auxiliaries,1,elementary-is-ex1,My brother is the tallest boy in his class.,我哥哥是他班上最高挑的男孩。,is,legacy_review_required,elementary-is-ex2,My friendly puppy is playing with a small ball.,我那隻友善的小狗正在玩一顆小球。,is,legacy_review_required,,,is,,,,
elementary-am,am,elementary-am,是(第一人稱單數動詞),Be & Auxiliaries,9,elementary-am-ex1,I am very excited about the school trip tomorrow.,我對明天的學校旅行感到非常興奮。,am,legacy_review_required,elementary-am-ex2,I am very happy to see my classmates again today.,我今天很高興能再次見到我的同學們。,am,legacy_review_required,,,am,,,,
elementary-are,are,elementary-are,是(複數與第二人稱動詞),Be & Auxiliaries,9,elementary-are-ex1,The children are playing tag in the park happily.,孩子們正在公園裡高興地玩捉人遊戲。,are,legacy_review_required,elementary-are-ex2,They are cleaning the classroom floor together.,他們正在一起打掃教室地板。,are,legacy_review_required,,,are,,,,
elementary-eight,eight,elementary-eight,八/八個,Numbers,9,elementary-eight-ex1,We have eight classes in total every school day.,我們每個上學日總共有八節課。,eight,legacy_review_required,elementary-eight-ex2,Eight white swans are swimming in the calm lake.,八隻白天鵝正在平靜的湖面游泳。,eight,legacy_review_required,,,eight,,,,
elementary-eleven,eleven,elementary-eleven,十一/十一個,Numbers,10,elementary-eleven-ex1,There are eleven players on the soccer field.,足球場上有十一名球員。,eleven,legacy_review_required,elementary-eleven-ex2,There are eleven players in a soccer team.,足球隊裡有十一名球員。,eleven,legacy_review_required,,,eleven,,,,
elementary-five,five,elementary-five,五/五個,Numbers,9,elementary-five-ex1,I bought five notebooks from the bookstore.,我從書店買了五本筆記本。,five,legacy_review_required,elementary-five-ex2,He gave me five crayons of different colors.,他給了我五支不同顏色的蠟筆。,five,legacy_review_required,,,five,,,,
elementary-nine,nine,elementary-nine,九/九個,Numbers,10,elementary-nine-ex1,The school library closes at nine o'clock sharp.,學校圖書館在九點整關閉。,nine,legacy_review_required,elementary-nine-ex2,There are nine storybooks in my desk drawer.,我的書桌抽屜裡有九本故事書。,nine,legacy_review_required,,,nine,,,,
elementary-sad,sad,elementary-sad,悲傷的/難過的,Personal characteristics,9,elementary-sad-ex1,She felt sad because she lost her pet rabbit.,她感到很悲傷，因為她弄丟了她的寵物兔。,sad,legacy_review_required,elementary-sad-ex2,Do not be sad; we can try the game again.,不要難過，我們可以重新嘗試這個遊戲。,sad,legacy_review_required,,,sad,,,,
elementary-seven,seven,elementary-seven,七/七個,Numbers,10,elementary-seven-ex1,There are seven days in a single week.,一週總共有七天。,seven,legacy_review_required,elementary-seven-ex2,She read seven English storybooks this month.,她這個月讀了七本英文故事書。,seven,legacy_review_required,,,seven,,,,
elementary-six,six,elementary-six,六/六個,Numbers,9,elementary-six-ex1,He has six storybooks in his backpack.,他的背包裡有六本故事書。,six,legacy_review_required,elementary-six-ex2,We have six different subjects on Mondays.,星期一我們有六個不同的學科。,six,legacy_review_required,,,six,,,,
elementary-ten,ten,elementary-ten,十/十個,Numbers,9,elementary-ten-ex1,The test has ten questions in total today.,今天的測驗總共有十道題。,ten,legacy_review_required,elementary-ten-ex2,He scored ten points in the basketball match.,他在籃球賽中拿到了十分。,ten,legacy_review_required,,,ten,,,,
elementary-twelve,twelve,elementary-twelve,十二/十二個,Numbers,10,elementary-twelve-ex1,December is the twelfth and last month of the year.,十二月是一年中的第十二個也是最後一個月。,twelve,legacy_review_required,elementary-twelve-ex2,Twelve months make a full year of fun.,十二個月構成充滿樂趣的一整年。,twelve,legacy_review_required,,,twelve,,,,
elementary-bike,bike,elementary-bike,腳踏車/自行車,Transportation,11,elementary-bike-ex1,He rides his red bike to school every morning.,他每天早上騎著他的紅色腳踏車去上學。,bike,legacy_review_required,elementary-bike-ex2,I ride my red bike to school every morning.,我每天早上騎我那輛紅色的腳踏車上學。,bike,legacy_review_required,,,bike,,,,
elementary-living-room,living room,elementary-living-room,客廳,House,12,elementary-living-room-ex1,We watched a fun movie together in the living room.,我們在客廳一起看了一部有趣的電影。,living room,legacy_review_required,elementary-living-room-ex2,Our family sits in the living room and talks about school.,我們全家人坐在客廳裡聊天談學校生活。,living room,legacy_review_required,,,living room,,,,
junior-any,any,junior-any,任何的/一些,Articles,14,junior-any-ex1,Do you have any questions about the English test?,關於英文測驗，你還有任何問題嗎？,any,legacy_review_required,junior-any-ex2,Do you have any crayons to paint this flower?,你有任何蠟筆可以為這朵花上色嗎？,any,legacy_review_required,,,any,,,,
junior-catch,catch,junior-catch,接住/抓取/捕獲,Actions,14,junior-catch-ex1,Throw the ball to me and I will catch it.,把球丟給我，我會接住它。,catch,legacy_review_required,junior-catch-ex2,Try to catch the tennis ball with both hands.,試著用雙手接住網球。,catch,legacy_review_required,,,catch,,,,
junior-goodbye,goodbye,junior-goodbye,再見/告別,Interjections,14,junior-goodbye-ex1,He said goodbye to his friends at the gate.,他在大門口跟他的朋友們道別。,goodbye,legacy_review_required,junior-goodbye-ex2,We waved and said goodbye to our kind teacher.,我們揮手並跟我們親切的老師說再見。,goodbye,legacy_review_required,,,goodbye,,,,
junior-handsome,handsome,junior-handsome,英俊的/帥氣的,Personal characteristics,14,junior-handsome-ex1,The movie actor looked very handsome in the film.,電影演員在影片中看起來非常英俊。,handsome,legacy_review_required,junior-handsome-ex2,My big brother looks handsome in his white shirt.,我哥哥穿他的白襯衫看起來很帥。,handsome,legacy_review_required,,,handsome,,,,
junior-hot-dog,hot dog,junior-hot-dog,熱狗,Food,14,junior-hot-dog-ex1,He ate a hot dog and drank some cola for lunch.,他午餐吃了一個熱狗並喝了一些可樂。,hot dog,legacy_review_required,junior-hot-dog-ex2,We shared a delicious hot dog at the sports day.,我們在運動會上分享了一個美味的熱狗。,hot dog,legacy_review_required,,,hot dog,,,,
junior-invite,invite,junior-invite,邀請,Actions,14,junior-invite-ex1,I want to invite my classmates to my birthday party.,我想邀請我的同學們來參加我的生日派對。,invite,legacy_review_required,junior-invite-ex2,I want to invite my classmates to my birthday party.,我想邀請我的同學們來參加我的生日派對。,invite,legacy_review_required,,,invite,,,,
junior-learn,learn,junior-learn,學習/學會/得知,Actions,14,junior-learn-ex1,We learn how to speak English in school every day.,我們每天在學校學習如何說英文。,learn,legacy_review_required,junior-learn-ex2,We learn how to speak English in our classes.,我們在課堂上學習如何說英語。,learn,legacy_review_required,,,learn,,,,
junior-library,library,junior-library,圖書館,Places,14,junior-library-ex1,The students are studying quietly in the school library.,學生們正在學校圖書館安靜地學習。,library,legacy_review_required,junior-library-ex2,We should stay quiet when reading in the library.,在圖書館讀書時我們應該保持安靜。,library,legacy_review_required,,,library,,,,
junior-month,month,junior-month,月份/月,Time,14,junior-month-ex1,December is the last month of the whole year.,十二月是整年當中的最後一個月。,month,legacy_review_required,junior-month-ex2,December is the last month of the year.,十二月是一年中的最後一個月。,month,legacy_review_required,,,month,,,,
junior-next,next,junior-next,下一個的/隔壁的/接著,Time,14,junior-next-ex1,We will visit the zoo next Saturday morning.,我們下星期六早上將造訪動物園。,next,legacy_review_required,junior-next-ex2,"Our next class is PE, and we will play soccer.",我們的下一堂課是體育課，我們將會踢足球。,next,legacy_review_required,,,next,,,,
junior-man,man,junior-man,男人/人/人類(單數),People,14,junior-man-ex1,A kind man helped the old lady cross the street.,一位好心的男子幫助老婦人過馬路。,man,legacy_review_required,junior-man-ex2,The man standing near the library is my uncle.,站在圖書館附近的那位先生/男人是我叔叔。,man,legacy_review_required,,,man,,,,
junior-noodle,noodle,junior-noodle,麵條/麵,Food,14,junior-noodle-ex1,Grandpa likes to eat hot beef noodles for lunch.,爺爺中午喜歡吃熱牛肉麵。,noodle,legacy_review_required,junior-noodle-ex2,My grandmother makes beef noodle soup for dinner.,我祖母晚餐做牛肉麵湯。,noodle,legacy_review_required,,,noodle,,,,
junior-or,or,junior-or,或者/否則,Conjunctions,14,junior-or-ex1,Do you want to play soccer or basketball?,你想踢足球還是打籃球？,or,legacy_review_required,junior-or-ex2,Do you want to play basketball or soccer today?,你今天想打籃球還是踢足球？,or,legacy_review_required,,,or,,,,
junior-place,place,junior-place,地方/處所,Places,14,junior-place-ex1,Taipei is a very busy and interesting place.,台北是一個非常忙碌且有趣的地方。,place,legacy_review_required,junior-place-ex2,This beautiful park is my favorite place to relax.,這個美麗的公園是我最喜歡的放鬆地方。,place,legacy_review_required,,,place,,,,
